rf,extra,xgboost,neuralNetwork,labels
99,99,60,2,99
99,99,99,60,99
99,99,99,28,110
99,99,60,0,99
99,99,60,2,99
99,99,99,5,60
14,14,14,5,55
3,3,3,2,3
4,4,102,8,102
81,81,81,46,81
6,5,6,4,34
81,99,81,4,0
14,14,14,4,55
14,14,14,52,55
24,24,24,4,24
7,7,7,4,7
4,4,4,52,4
4,4,0,60,4
4,4,4,40,4
0,4,65,5,91
52,52,52,57,52
99,99,60,57,99
12,12,12,43,12
4,4,4,43,4
7,7,7,43,7
4,4,4,43,4
4,4,4,2,4
4,1,4,28,4
52,99,52,43,52
52,99,52,2,52
52,52,52,8,52
65,65,65,0,65
99,99,99,52,99
99,99,99,4,99
99,99,99,52,99
7,7,7,91,7
99,99,99,62,99
3,3,3,0,3
5,5,5,0,5
5,5,5,0,5
81,99,81,52,81
8,8,8,0,8
52,99,52,5,42
52,112,82,0,42
98,98,98,0,0
4,4,4,0,4
4,4,4,52,4
4,4,4,5,4
4,4,4,97,4
5,5,5,4,5
4,4,4,5,4
5,5,5,97,5
5,5,5,5,5
52,52,52,1,52
52,52,52,5,52
6,5,11,5,6
3,3,85,99,10
3,3,3,5,10
3,3,3,5,3
14,14,14,5,14
5,5,5,5,5
25,52,25,5,39
4,4,4,5,4
4,4,4,96,4
4,4,4,5,4
4,4,4,5,4
4,4,4,5,4
4,4,4,6,4
1,1,102,92,101
4,4,4,5,4
99,99,99,4,110
52,52,25,0,20
2,5,2,28,14
5,5,5,0,5
81,81,81,20,81
81,81,81,5,81
81,81,81,5,81
81,81,81,2,81
37,37,37,5,37
1,1,1,0,1
3,5,34,5,0
3,3,3,4,3
52,52,52,5,52
7,7,7,52,7
5,5,5,77,5
4,4,4,67,4
5,5,5,0,5
1,1,1,5,1
99,99,86,1,86
60,99,60,52,86
5,5,5,2,5
12,12,12,5,12
5,5,5,5,5
5,5,5,52,5
91,91,91,52,91
1,4,1,52,1
1,4,1,5,102
7,7,7,52,7
5,5,5,52,5
4,4,4,5,4
4,4,4,0,4
4,4,4,33,4
4,4,4,0,4
5,5,5,5,5
5,5,5,55,5
39,39,25,55,25
3,3,3,7,10
5,5,5,5,5
0,0,0,5,35
4,4,4,91,4
4,4,4,5,4
17,17,105,60,105
7,7,7,5,7
5,5,5,52,5
62,17,105,5,105
12,12,12,65,12
12,12,12,5,12
1,1,1,5,1
7,7,7,5,7
0,5,34,7,0
52,52,35,7,52
6,5,6,5,0
6,6,6,5,36
52,52,52,5,52
57,57,57,5,0
65,65,65,1,65
4,4,0,5,71
4,4,4,52,4
4,4,4,5,4
12,12,12,1,12
17,104,104,2,104
17,17,104,65,104
17,17,104,5,104
17,17,104,12,104
99,99,99,1,99
57,57,57,0,57
5,5,5,5,5
5,5,10,0,10
98,4,26,0,98
98,4,26,1,98
98,4,26,1,98
22,22,22,1,22
5,5,5,1,5
5,5,0,1,15
5,5,5,1,5
4,4,4,5,4
1,1,1,7,68
52,52,52,5,52
52,52,52,5,52
6,5,34,5,0
99,99,110,5,110
99,99,110,7,110
52,52,52,5,52
1,1,1,2,1
3,3,3,5,3
52,99,35,41,0
5,5,5,41,5
52,52,52,5,52
0,5,111,52,111
4,1,4,0,4
4,4,4,0,4
2,4,19,7,0
5,5,5,91,5
4,4,4,52,4
4,4,4,52,4
28,4,62,52,56
8,8,8,5,8
1,1,1,0,1
1,1,1,5,1
5,5,5,0,5
5,5,5,28,5
7,7,7,1,7
0,5,111,5,111
99,99,99,5,99
99,99,99,0,99
3,5,85,5,3
3,3,3,39,3
3,3,2,71,69
4,4,4,65,1
4,4,4,5,4
8,8,8,52,60
5,5,5,52,5
5,5,5,52,5
12,12,12,0,12
4,4,4,1,4
4,4,4,20,4
5,5,5,5,5
0,5,0,5,93
4,12,90,52,90
28,4,28,5,80
99,99,110,4,110
52,52,52,7,52
99,99,110,5,110
5,5,5,5,5
99,99,99,5,99
1,1,1,1,1
1,4,1,67,1
1,1,1,7,1
39,39,25,87,25
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
3,5,3,5,3
5,5,5,5,5
5,5,5,65,5
0,4,62,0,56
5,5,5,0,5
5,5,5,2,5
1,1,1,87,1
5,5,5,5,5
5,5,5,0,5
5,5,5,62,5
5,5,5,0,5
5,5,5,5,5
4,4,4,5,4
4,1,4,5,4
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,0,5
5,5,5,1,5
5,5,5,72,5
5,5,5,5,5
5,5,5,1,5
5,5,5,7,5
5,5,5,2,5
5,5,5,14,5
5,5,5,0,5
81,81,81,0,81
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,0,5
14,14,14,46,14
0,5,111,0,111
4,4,4,46,4
28,4,56,46,56
5,5,5,5,5
5,5,5,5,5
4,4,4,5,4
4,4,4,0,4
52,52,52,85,52
0,5,2,85,14
4,4,4,7,4
3,3,3,1,3
4,4,4,5,4
4,4,4,91,4
28,5,0,5,108
5,5,5,79,5
4,12,48,5,9
4,4,4,5,9
99,99,99,5,99
99,99,99,5,99
99,99,99,5,99
99,99,99,52,99
4,1,4,79,4
5,5,5,5,5
5,5,5,5,5
6,5,0,1,6
7,7,7,5,7
12,12,0,5,62
52,52,52,39,52
52,52,52,19,52
0,5,0,0,2
52,52,52,5,52
3,3,3,5,3
0,4,56,92,105
5,5,5,5,5
5,5,5,2,5
2,5,55,12,55
7,7,7,5,7
4,4,4,5,4
5,5,5,5,5
5,5,5,5,5
12,12,12,111,12
4,1,4,98,4
12,12,12,5,12
4,4,4,5,4
4,4,4,70,4
4,4,4,5,4
37,4,37,5,37
1,1,101,2,102
4,4,4,5,4
52,99,52,5,52
52,52,52,2,52
52,52,52,5,52
4,4,0,1,47
7,7,7,6,7
2,2,2,14,55
99,99,99,5,99
99,99,99,52,99
99,99,99,1,99
99,99,99,57,99
99,99,99,19,99
99,99,99,19,99
99,99,99,2,99
99,99,99,2,99
99,99,99,60,99
99,99,99,1,99
17,0,0,5,111
99,99,99,39,99
99,99,99,1,99
99,99,99,2,99
99,99,99,5,99
98,4,26,5,98
5,5,5,7,5
52,52,52,17,52
52,52,52,2,52
1,1,1,98,1
4,4,4,59,4
17,17,62,6,62
4,4,4,81,4
4,4,4,5,4
4,4,4,36,4
5,5,5,17,5
2,5,2,5,2
52,52,52,2,52
52,52,52,2,52
52,52,52,2,52
52,52,52,1,52
52,52,52,1,52
52,52,52,38,52
6,5,6,57,36
52,52,52,57,52
4,1,0,4,47
99,99,22,1,59
0,5,0,2,6
4,4,4,2,4
5,5,5,5,2
5,5,5,5,5
99,99,99,5,99
7,7,7,98,7
99,99,99,30,99
1,1,1,5,1
1,1,1,1,1
54,54,54,2,54
52,52,52,5,52
52,52,52,52,52
5,5,5,57,5
0,5,0,2,6
52,52,52,1,52
52,52,52,109,52
52,52,52,52,52
52,52,52,0,52
52,52,52,12,52
52,52,52,12,52
52,52,52,14,52
52,52,52,55,52
52,52,52,1,52
52,52,52,2,52
52,52,52,5,52
52,52,52,2,52
52,99,52,2,52
52,99,52,26,52
52,99,52,35,52
52,99,52,5,52
52,52,52,36,52
52,52,52,5,52
52,52,52,93,52
52,52,52,5,52
52,52,52,5,52
0,5,0,37,0
52,52,52,5,52
0,5,104,52,104
17,17,104,2,104
3,3,3,5,3
4,4,4,5,4
5,5,5,5,5
5,5,5,1,5
7,7,7,52,7
1,1,1,2,1
4,4,4,52,4
17,17,62,5,62
4,4,4,5,102
99,99,0,1,60
12,12,100,14,100
5,5,5,2,2
52,52,52,7,52
52,52,52,98,52
52,52,52,114,52
0,5,0,52,6
0,4,62,5,62
12,12,12,5,12
3,3,3,99,3
109,1,106,5,106
109,109,106,5,106
99,99,110,1,110
99,99,99,2,99
2,2,2,5,87
5,5,5,5,5
5,5,5,2,5
99,99,99,2,99
1,1,1,30,1
99,99,110,5,0
5,5,5,1,5
2,5,2,1,0
5,5,0,1,6
5,5,0,5,6
112,99,112,5,112
52,52,52,81,11
0,37,37,36,0
0,5,36,57,18
52,52,52,57,52
112,99,112,1,112
12,12,12,7,12
5,5,5,7,5
112,99,112,54,112
112,99,112,35,112
112,99,112,7,112
112,99,112,7,112
24,24,24,5,24
60,60,60,5,9
4,4,4,35,4
4,4,4,1,4
4,4,4,2,4
4,4,4,5,4
4,4,4,6,4
1,1,1,52,1
1,1,1,52,1
4,4,1,12,1
99,99,99,1,99
99,99,99,1,99
99,99,99,5,99
99,99,64,5,64
12,12,12,98,12
2,5,6,93,0
0,37,37,52,0
52,52,52,52,52
52,52,52,77,52
52,52,52,7,52
8,8,8,52,8
8,8,8,5,8
12,12,12,5,12
3,3,3,2,10
1,1,102,57,101
3,3,3,111,3
112,99,112,8,112
3,3,3,52,3
112,99,112,5,112
81,99,81,52,81
112,99,112,2,112
112,99,112,2,112
112,73,73,2,73
112,99,112,5,112
4,4,4,57,4
4,4,4,57,4
4,4,4,52,4
4,4,4,2,4
4,4,4,0,4
4,4,4,5,4
1,1,1,5,1
1,4,1,105,1
5,5,5,23,5
99,99,88,1,60
52,52,52,7,52
3,3,3,7,3
4,4,0,12,0
112,99,112,5,112
4,4,47,1,0
1,1,1,1,1
3,3,3,5,3
112,99,112,5,112
112,99,112,5,112
112,99,112,98,112
4,4,4,5,4
4,4,4,2,4
4,4,4,68,4
99,99,99,5,0
1,1,1,52,1
7,7,7,52,7
7,7,7,7,7
12,12,12,5,12
99,99,99,5,99
0,5,104,39,104
81,99,81,52,81
81,81,81,52,81
52,52,52,86,52
52,52,52,6,52
0,5,0,4,6
109,1,109,6,109
109,1,109,52,109
109,1,109,52,109
109,1,109,2,109
109,1,109,33,109
109,1,109,12,109
109,1,109,12,109
109,1,109,1,109
109,1,109,1,109
109,1,109,79,109
109,1,109,57,109
5,5,5,62,5
81,103,103,1,103
81,103,103,5,103
22,103,103,57,103
22,103,103,39,103
81,103,103,64,103
5,5,5,98,5
5,5,5,67,5
5,5,5,39,5
5,5,5,52,5
112,99,112,112,112
3,3,3,5,3
5,5,5,82,5
112,99,112,5,112
4,4,4,60,4
99,99,99,5,99
99,99,99,5,99
1,1,1,52,1
7,7,7,1,7
52,24,24,1,24
0,0,111,39,111
99,99,99,5,99
5,5,5,2,5
5,5,5,52,5
5,5,5,39,5
52,52,52,71,52
52,52,52,1,52
1,1,101,1,101
112,112,112,1,112
112,99,112,1,112
5,5,5,1,5
14,14,14,1,14
28,4,0,1,108
99,99,99,1,99
99,99,60,2,96
4,4,4,38,4
4,4,4,98,4
99,99,99,5,99
99,99,99,1,99
0,5,111,33,111
12,12,12,5,12
99,99,64,5,0
52,52,52,79,52
52,52,52,79,52
52,52,52,52,52
52,52,52,5,52
52,52,52,2,52
52,52,52,57,52
52,52,52,71,52
52,52,52,7,52
52,52,52,12,52
2,5,2,5,2
12,12,12,71,12
99,99,64,114,64
62,4,62,7,62
112,99,112,7,112
112,99,112,5,112
5,5,5,3,5
4,4,4,91,4
99,99,99,5,99
0,5,104,1,104
52,99,39,1,33
5,5,14,5,58
52,52,52,2,52
52,52,52,12,52
1,1,102,1,101
112,112,112,5,112
14,5,14,33,2
5,5,5,48,5
0,5,0,5,6
99,99,60,5,88
52,52,35,10,42
112,99,112,2,112
14,14,14,73,14
39,39,25,5,39
2,2,107,1,2
2,5,2,5,69
4,4,4,5,4
0,4,0,5,9
99,99,68,1,0
99,99,99,71,99
5,5,5,12,5
0,1,0,98,61
5,5,5,108,5
99,99,99,2,99
112,99,112,5,112
24,24,24,35,24
1,1,1,52,1
1,1,1,5,1
1,1,1,0,1
1,1,1,0,1
4,4,4,0,4
4,4,4,73,4
4,4,4,57,4
99,99,99,1,99
99,99,99,12,99
5,5,5,5,5
5,5,5,34,5
52,52,8,5,33
52,52,52,12,52
112,99,112,10,112
3,5,0,52,0
22,99,81,1,81
52,52,52,2,52
1,1,101,2,102
1,4,1,5,1
81,99,81,5,81
6,5,6,2,11
2,5,14,5,14
14,5,14,5,14
3,5,69,98,2
2,5,0,98,2
1,1,1,41,1
12,12,12,8,12
12,12,12,5,12
12,12,12,5,12
4,4,4,7,4
4,4,4,7,4
4,4,4,12,4
4,4,4,5,4
5,5,5,3,5
37,37,37,57,37
37,37,37,73,37
37,4,37,14,37
0,4,0,1,79
3,5,3,1,3
112,112,112,5,112
52,52,52,93,52
112,112,112,2,112
112,99,0,12,112
57,0,73,1,73
2,5,14,5,14
5,5,5,4,5
1,1,1,3,1
12,12,12,5,12
4,4,4,5,4
4,4,4,29,4
5,5,5,93,5
81,81,81,109,81
17,4,17,4,0
5,5,5,57,5
7,7,7,57,7
7,7,7,57,7
52,52,35,57,52
1,4,1,57,1
112,99,112,57,112
112,99,112,57,112
112,99,112,57,112
112,99,112,57,112
0,5,34,57,6
14,14,14,57,14
2,5,2,57,2
4,4,102,57,4
4,4,4,57,4
4,4,4,57,4
4,4,4,57,4
4,4,4,57,4
4,4,4,1,4
4,4,4,106,4
5,5,5,22,5
5,5,5,5,5
0,5,104,5,104
99,99,99,7,99
5,5,5,12,5
4,1,109,5,109
57,99,41,2,41
99,99,99,5,99
112,99,112,5,112
99,99,0,52,110
28,4,28,57,28
2,5,2,57,2
12,12,12,5,12
99,99,99,1,99
99,99,64,1,64
4,4,4,1,4
12,12,12,5,12
52,52,52,5,52
2,5,2,57,14
6,5,0,5,6
52,52,52,28,52
52,52,52,33,35
4,4,71,33,71
5,5,5,1,5
2,5,0,1,2
112,112,112,1,112
112,112,112,5,112
4,1,109,60,109
99,99,0,39,110
4,4,4,52,4
54,54,54,1,54
0,5,10,52,10
112,99,112,1,112
5,5,10,1,10
4,4,102,5,101
1,1,102,5,101
99,99,99,39,99
52,52,32,12,0
52,52,52,5,52
5,5,5,38,5
4,4,4,52,4
4,4,4,1,4
28,4,28,10,28
5,5,5,1,5
99,99,64,12,64
112,99,112,12,112
112,99,112,2,112
112,99,112,104,112
5,5,5,104,29
5,5,5,104,29
0,0,37,2,37
0,0,37,5,37
2,5,14,2,14
52,52,52,7,52
57,99,33,5,33
52,52,52,5,52
4,4,4,12,4
4,4,4,7,4
4,4,4,12,4
5,5,5,2,5
112,99,112,7,112
52,52,52,3,52
52,52,52,12,52
8,8,8,14,8
52,52,52,14,52
99,99,99,57,99
99,99,99,2,99
99,99,99,1,99
99,99,99,5,99
99,99,99,5,99
99,99,99,28,99
52,52,52,1,52
5,5,5,39,5
4,4,102,39,102
0,4,108,14,108
112,112,112,12,112
112,99,112,12,112
5,5,5,65,5
5,5,5,5,5
52,24,24,14,24
5,5,5,65,5
1,1,1,1,1
2,2,2,1,14
1,1,1,1,1
112,99,112,5,112
81,99,60,5,81
112,112,112,5,112
112,99,112,2,112
52,52,52,14,52
12,12,12,5,12
99,99,115,5,0
4,4,4,5,4
4,4,4,37,4
99,99,99,12,99
99,99,99,4,99
99,99,99,14,99
99,99,99,14,99
99,99,99,5,99
99,99,99,0,99
99,99,99,108,99
17,17,62,34,62
17,17,62,12,62
12,12,12,7,12
3,3,85,5,10
5,5,5,14,5
3,3,3,1,3
5,5,5,3,5
7,5,93,12,93
0,5,0,3,0
5,5,5,52,5
4,4,4,5,4
65,65,65,5,0
3,3,3,7,3
112,99,112,12,113
5,5,5,12,5
112,99,112,5,112
3,3,15,5,15
112,99,112,10,112
112,99,112,3,113
112,99,112,3,113
2,5,14,3,2
99,99,110,86,110
99,99,99,86,99
99,99,99,56,99
99,99,99,52,99
0,5,44,5,0
4,99,4,5,0
52,52,35,5,0
112,99,112,2,112
5,5,5,108,5
112,99,112,5,113
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
112,99,112,5,112
112,99,112,5,113
52,52,52,101,52
0,5,34,1,43
0,5,34,2,43
1,1,1,52,1
5,5,5,52,5
5,5,5,81,5
6,5,6,3,34
5,5,5,35,29
3,3,3,5,3
12,12,12,1,12
12,12,12,14,12
28,4,28,62,28
5,5,5,38,5
12,12,12,91,12
3,3,3,79,3
1,1,1,7,1
1,1,101,5,0
3,3,3,5,3
4,4,4,14,4
1,4,1,14,1
112,99,112,64,113
1,1,101,33,101
1,1,101,3,101
4,4,4,5,102
52,52,52,12,35
109,1,109,1,109
4,1,109,0,109
6,5,6,0,34
6,5,6,9,34
5,5,5,1,5
99,99,86,5,86
99,99,86,7,86
99,99,0,5,64
3,3,3,12,3
12,12,12,52,12
4,4,4,52,4
99,99,60,52,88
24,24,24,8,24
7,7,7,7,7
99,99,115,5,88
112,112,112,3,112
4,4,4,85,9
1,1,1,5,1
1,1,1,5,1
1,1,1,5,1
112,112,112,5,112
112,99,112,1,113
3,3,3,52,3
112,112,0,5,112
0,4,0,5,108
52,0,0,1,21
112,112,112,52,112
39,39,39,5,76
112,99,112,5,112
2,1,108,5,0
2,2,2,52,14
3,3,3,5,3
3,3,3,12,3
99,99,99,5,99
99,99,99,7,99
99,99,99,3,99
99,99,99,79,99
12,12,12,3,12
4,4,4,5,4
4,4,4,5,4
4,4,4,5,4
99,99,99,12,99
5,5,5,4,5
12,12,12,3,12
5,5,5,7,5
5,5,5,5,5
4,4,4,5,4
3,3,3,5,3
4,4,4,5,4
6,5,36,1,34
1,1,1,1,1
5,5,5,12,5
112,99,112,52,112
112,112,112,3,112
112,99,112,81,113
4,4,4,7,4
7,7,7,65,7
2,5,14,52,14
12,12,12,12,12
12,12,12,7,12
12,12,12,52,12
5,5,5,52,5
12,12,12,52,12
5,5,5,65,5
4,4,4,7,4
4,4,4,3,4
4,4,4,5,4
3,0,108,5,108
1,4,1,8,1
1,1,1,52,1
5,5,5,82,5
5,5,5,98,5
3,3,3,5,3
52,52,52,5,52
52,52,52,5,52
112,99,112,52,112
62,4,105,52,105
12,4,12,85,12
27,39,114,3,39
12,12,12,3,12
12,12,12,14,12
39,39,39,5,39
5,5,5,14,5
5,5,5,5,5
4,4,4,1,4
5,5,5,34,5
5,5,5,3,5
5,5,5,52,2
3,3,3,7,3
4,4,1,5,1
2,5,69,5,2
5,5,5,1,5
1,1,1,5,1
1,1,1,12,1
1,1,1,5,1
112,99,112,5,112
112,112,112,91,112
5,5,5,1,5
112,0,8,7,8
112,99,112,5,113
57,57,57,5,57
57,57,57,5,57
112,112,33,39,39
39,39,39,3,39
7,7,44,5,44
64,99,64,7,64
64,99,64,5,64
10,5,10,12,10
52,52,52,12,52
37,37,37,1,37
1,1,1,7,1
57,57,57,6,57
57,57,57,52,57
57,52,57,6,57
0,4,62,52,62
5,5,5,57,5
112,112,112,65,112
5,5,5,12,5
52,52,52,57,52
112,112,112,5,112
7,7,7,5,7
7,7,7,5,7
7,7,7,5,7
4,4,4,52,1
12,12,12,52,12
5,5,5,6,5
5,5,5,52,5
12,12,12,1,12
37,37,37,3,37
52,52,52,52,52
0,37,37,5,37
0,4,0,52,111
81,99,81,105,81
0,5,0,5,6
99,99,110,28,110
5,5,5,0,5
4,1,109,1,109
112,99,112,1,112
28,5,108,5,0
112,99,112,5,112
1,1,71,7,71
99,99,64,85,64
62,4,105,3,105
4,4,4,1,4
4,4,4,5,4
2,3,2,5,2
5,5,5,98,5
5,5,5,5,5
3,3,85,52,85
85,3,85,5,85
3,3,85,1,85
52,52,35,1,57
99,99,60,1,88
9,9,9,114,60
52,52,52,5,52
112,112,112,5,113
99,99,88,5,60
112,99,112,10,112
112,99,112,5,112
12,12,12,5,12
12,12,12,62,12
12,12,12,5,12
12,12,12,5,12
64,99,64,71,64
99,99,64,5,64
12,12,12,5,12
4,4,4,5,4
4,4,4,5,4
5,5,5,5,5
3,3,85,5,85
3,3,3,5,85
112,112,112,5,112
81,99,81,5,81
112,112,112,5,112
112,99,113,5,112
1,1,1,5,1
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
12,12,12,5,12
99,99,99,5,99
12,12,12,5,12
4,4,4,5,4
62,4,62,5,62
28,4,56,5,56
6,5,0,5,6
52,52,52,14,52
5,5,5,28,5
5,5,5,5,5
1,1,1,5,1
1,1,102,52,101
12,12,12,2,12
5,5,5,85,5
12,12,12,5,12
24,24,24,4,24
99,99,99,4,99
57,57,57,5,57
57,57,57,5,57
57,57,57,7,57
57,57,57,52,57
57,57,57,52,57
57,57,57,52,57
57,57,57,3,57
57,57,57,5,57
57,57,57,5,57
57,57,57,7,57
57,57,57,5,57
57,57,57,5,57
57,57,57,12,57
99,99,99,12,99
57,57,57,4,57
57,57,57,4,57
57,57,57,4,57
57,57,57,37,57
57,57,57,4,57
57,57,57,52,57
57,57,57,52,57
57,57,57,52,57
5,5,5,7,5
4,4,4,2,4
5,5,5,5,5
4,4,4,52,4
5,5,5,52,5
99,99,99,1,99
2,5,69,4,69
52,52,52,105,52
1,1,1,4,1
103,103,103,4,103
1,1,1,4,1
1,1,1,5,1
81,81,81,52,81
1,1,1,52,1
112,99,112,52,112
5,5,5,52,5
5,5,5,52,5
5,5,5,52,5
5,5,5,6,5
0,0,0,52,91
112,112,112,4,112
4,4,4,5,4
5,5,5,7,5
5,5,5,1,5
5,5,5,1,5
5,5,5,54,5
5,5,5,52,5
5,5,5,52,5
5,5,5,5,5
5,5,5,52,5
5,5,5,52,5
5,5,5,52,5
5,5,5,52,5
5,5,5,52,5
3,3,85,52,85
3,3,3,52,3
2,2,3,52,85
3,3,85,52,85
5,5,5,52,5
12,12,12,52,12
5,5,5,52,5
112,112,112,52,112
5,5,29,52,5
1,4,1,52,1
99,99,64,52,64
4,4,4,52,4
1,4,1,52,1
99,99,99,52,99
99,99,99,52,99
99,99,99,52,99
99,99,99,0,99
99,99,99,52,99
99,99,99,3,99
99,99,99,4,99
99,99,99,5,99
99,99,99,5,99
112,112,113,7,112
0,4,56,1,56
5,5,5,4,5
5,5,5,105,5
112,99,112,52,112
2,14,14,52,2
81,81,81,52,81
1,1,1,0,1
1,1,1,12,1
1,1,1,3,1
5,5,5,106,5
1,1,71,2,71
5,5,5,5,5
7,7,7,5,7
5,5,5,1,5
57,99,57,99,57
57,99,57,5,57
4,4,4,2,4
81,81,22,52,22
12,12,12,37,12
12,12,12,52,12
12,12,12,98,12
5,5,5,5,5
3,3,3,4,3
3,3,85,4,85
12,12,105,4,105
5,5,5,4,5
28,4,28,4,28
0,112,22,1,22
112,99,0,1,60
1,1,101,101,101
5,5,5,12,5
5,5,5,6,5
1,4,1,37,1
81,99,81,52,81
52,52,52,52,52
52,99,82,52,82
52,52,27,8,0
52,52,52,8,52
4,4,4,12,4
2,2,2,3,114
99,99,99,3,99
99,99,99,3,99
99,99,99,73,99
5,5,5,4,5
28,4,28,4,28
99,99,99,4,99
99,99,99,4,99
1,1,1,4,1
81,81,81,4,81
52,52,52,62,78
112,112,112,4,112
1,1,1,5,1
4,4,4,52,4
22,99,22,3,22
99,99,115,4,115
99,99,99,47,99
99,99,99,1,99
28,4,28,3,28
5,5,5,4,5
5,5,5,4,5
3,3,3,4,3
5,5,5,99,5
4,4,4,1,4
99,99,88,7,60
99,99,0,7,115
99,99,0,12,115
4,4,4,52,4
4,4,4,52,4
4,4,4,5,4
4,4,4,5,4
1,1,1,5,1
5,5,5,5,5
5,5,5,5,5
5,5,5,85,5
99,99,74,5,74
12,12,12,4,12
98,4,98,1,98
4,4,1,7,1
98,4,56,5,62
5,5,5,5,5
52,52,52,5,42
4,4,1,52,1
1,1,1,52,1
1,1,1,5,1
1,1,1,14,1
5,5,5,4,5
5,5,5,4,5
112,112,112,12,113
1,1,1,64,1
99,99,0,52,115
14,14,14,52,14
4,4,4,52,4
5,5,5,52,5
5,5,5,52,5
2,5,14,52,2
2,5,0,52,2
99,99,99,52,99
5,5,5,52,5
99,99,99,12,99
3,3,10,62,3
52,52,52,5,52
99,99,60,4,115
5,5,5,33,5
5,5,5,52,5
5,5,5,52,5
54,37,54,5,0
1,4,1,52,68
5,5,5,14,5
5,5,3,4,0
0,4,108,99,108
112,112,113,5,112
112,112,113,5,112
112,112,113,1,112
112,112,113,1,112
4,4,61,1,38
4,4,61,1,38
4,4,4,4,4
99,99,88,4,60
5,5,5,4,5
5,5,0,5,2
4,4,4,93,4
4,1,4,33,4
4,1,4,52,4
12,12,12,54,12
3,3,3,52,3
3,3,3,102,3
3,3,3,4,3
4,4,4,6,4
5,5,5,14,5
112,112,113,14,112
5,5,5,1,5
99,99,99,12,0
112,112,113,12,112
81,81,81,12,81
81,81,81,4,81
4,4,4,4,4
99,99,60,4,60
7,7,7,4,7
14,5,14,5,0
4,4,4,34,4
4,4,4,34,4
2,4,98,37,98
99,99,99,3,99
3,5,3,52,3
5,5,5,73,5
5,5,5,14,5
99,99,99,5,99
99,99,75,1,99
52,52,93,12,0
52,52,52,4,35
5,5,5,4,5
1,1,1,5,1
1,1,1,17,1
1,1,1,5,1
52,52,52,7,11
7,7,7,7,7
24,24,24,52,0
39,39,39,1,39
39,39,114,14,39
14,14,14,12,14
2,5,2,4,114
5,5,5,4,5
4,4,4,4,4
12,12,12,4,12
5,5,5,4,5
3,3,3,4,3
0,5,79,5,45
12,12,12,5,12
5,5,5,5,5
28,4,28,28,28
5,5,5,12,5
5,5,5,4,5
5,5,5,12,5
5,5,5,52,5
5,5,5,14,5
5,5,5,52,5
5,5,5,5,5
1,1,1,4,1
1,1,1,54,1
1,1,1,15,1
5,5,5,10,5
2,5,34,35,0
2,3,2,52,2
12,12,12,5,12
98,4,62,4,56
4,4,4,4,4
44,5,44,28,44
112,112,113,5,112
112,112,112,70,113
12,12,12,70,12
98,1,98,14,98
98,1,98,52,98
98,1,98,52,98
98,1,98,4,98
98,1,98,4,98
12,12,12,4,12
99,99,99,5,99
99,99,99,52,99
12,12,12,52,12
5,5,5,52,2
5,5,10,52,10
28,4,28,5,28
99,99,99,4,99
3,3,3,5,3
12,12,100,5,100
3,3,3,5,3
1,1,1,1,1
1,1,1,2,1
52,52,52,1,52
112,99,112,12,113
12,12,12,99,12
0,91,91,4,38
5,5,42,4,5
2,5,0,62,2
5,5,5,62,5
4,4,4,12,4
0,1,0,2,0
5,5,5,5,5
4,4,4,3,4
98,1,98,5,98
99,99,99,38,99
99,99,99,5,99
3,3,3,4,3
3,3,3,65,3
57,57,57,3,57
112,112,112,5,113
4,1,109,99,109
6,5,6,44,0
1,1,1,9,1
1,1,1,52,1
1,1,1,5,1
1,1,1,5,1
1,1,1,5,1
2,0,108,5,0
4,4,4,1,4
5,5,5,5,5
7,7,7,5,7
12,12,12,3,12
39,39,25,12,39
4,4,4,12,4
39,39,0,28,114
39,39,39,5,114
2,5,14,12,2
52,99,0,3,8
4,4,4,1,4
12,12,12,101,12
12,12,12,3,12
12,12,12,4,12
12,12,12,71,12
12,12,12,4,12
12,12,12,5,12
12,12,12,3,12
99,99,99,12,99
3,3,3,4,3
3,3,3,7,3
5,5,5,1,5
5,5,5,1,5
99,99,60,1,86
50,99,67,3,67
4,4,9,12,101
4,4,109,2,109
1,1,1,3,1
0,99,59,10,64
109,1,109,12,109
4,1,109,4,109
52,52,52,4,11
17,17,62,4,62
17,17,62,5,62
2,5,69,12,69
1,1,1,5,1
62,62,62,5,62
62,62,62,102,62
62,62,62,3,62
62,62,62,4,62
5,5,5,1,5
5,5,5,5,5
12,12,12,4,12
5,5,5,7,5
2,5,14,14,2
0,5,0,12,0
99,99,99,12,99
28,4,28,12,28
112,99,112,5,113
0,5,11,12,6
7,7,7,5,7
112,99,112,4,113
5,5,5,0,5
4,1,0,0,116
1,1,1,6,1
99,99,99,4,99
112,99,112,71,113
5,5,5,5,5
99,99,60,5,60
99,99,64,3,64
4,4,4,0,4
5,5,5,12,0
112,112,112,12,112
112,99,112,5,112
12,12,12,5,12
5,5,5,4,5
5,5,5,5,5
57,57,57,5,57
12,12,100,3,100
112,112,112,1,112
5,5,5,5,5
1,4,102,1,102
1,1,1,1,1
1,1,1,1,1
1,1,1,5,1
